freeResponse,correctAnswer,score,cosine
"passive transport, that makes partcle move from area of high conc to low.",passive process of transport of low-molecular weight material according to its concentration gradient,1.0,0.7196497321128845
accepts protons H+,molecule that donates hydroxide ions or otherwise binds excess hydrogen ions and decreases the concentration of hydrogen ions in a solution,0.5,0.6075402498245239
Water moves from an area of high concentration to one of low concentration.,from an area with a high concentration of water to one of lower concentration across a selectively permeable membrane.,0.0,0.7979493141174316
base,base,1.0,1.0000001192092896
acid 7-14 base 0-7 neutral 7,scale ranging from zero to 14 that is inversely proportional to the concentration of hydrogen ions in a solution,1.0,0.6174927353858948
The organelles that work together in a cell to create proteins and lipids.,"group of organelles and membranes in eukaryotic cells that work together modifying, packaging, and transporting lipids and proteins",0.5,0.8689389228820801
Through aquaporins from a high concentration to a low concentration.,from an area with a high concentration of water to one of lower concentration across a selectively permeable membrane.,1.0,0.751045823097229
pH of solution goes down,The pH of the solution decreases.,1.0,0.7799211740493774
requires ATP,diffusion is constantly moving solutes in opposite directions,0.0,0.4307895004749298
amount of energy need to change 1 gram of water from liquid to gas,high amount of energy required for liquid water to turn into water vapor,1.0,0.8845642805099487
everything cant cross the membrane passively,diffusion is constantly moving solutes in opposite directions,0.5,0.5911375284194946
hydrophobic and phillic,molecule possessing a polar or charged area and a nonpolar or uncharged area capable of interacting with both hydrophilic and hydrophobic environments,0.5,0.2796371281147003
"A buffer is a solution that has the ability to absorb a high concentration of H+ without changing the pH of the solution,",substance that prevents a change in pH by absorbing or releasing hydrogen or hydroxide ions,0.5,0.7499895691871643
Are primary active transporters that use the energy from ATP to transport ions across membranes,pump that creates a charge imbalance,1.0,0.545146107673645
The solution that the solute dissolves in,substance capable of dissolving another substance,1.0,0.5972376465797424
base,base,1.0,1.0000001192092896
the inside of a cell,"group of organelles and membranes in eukaryotic cells that work together modifying, packaging, and transporting lipids and proteins",0.0,0.6064971089363098
difference in electrical charge,gradient produced by the combined forces of an electrical gradient and a chemical gradient,0.0,0.5654058456420898
"the color would return to the area, and the whole cell would glow slightly less bright",The entire cell membrane will be green.,0.0,0.6348839402198792
they hydrolyze ATP,pump that creates a charge imbalance,0.5,0.3582301735877991
cells binding to one another,attraction between water molecules and other molecules,0.0,0.5524458885192871
something that dissolves other things,substance capable of dissolving another substance,1.0,0.6083877682685852
Anything that dissolves another substance.,substance capable of dissolving another substance,1.0,0.6825145483016968
increased pressure,"situation in which extracellular fluid has a higher osmolarity than the fluid inside the cell, resulting in water moving out of the cell",0.0,0.33813178539276123
pH is lowered,The pH of the solution decreases.,1.0,0.656875729560852
adhesion causes water molecules to stick together which causes surface tension,tension at the surface of a body of liquid that prevents the molecules from separating; created by the attractive cohesive forces between the molecules of the liquid,0.0,0.807218611240387
protein bonded with hydrocarbon,combination of carbohydrates and proteins,0.0,0.6820898056030273
bends,the fluidity of membranes,0.0,0.008609749376773834
the potential of hydrogen in different substances. measures how acidic or basic a substance is,scale ranging from zero to 14 that is inversely proportional to the concentration of hydrogen ions in a solution,0.5,0.7675005197525024
the ability of a liquid to attract/interact with different forces more than its own cohesive forces.,"occurs because water molecules are attracted to charges on the inner surfaces of narrow tubular structures such as glass tubes, drawing the water molecules to the sides of the tubes",1.0,0.6918008327484131
They form temporary bonds as the molecules move past each other,"Oxygen is more electronegative than hydrogen, generating a partial negative charge near the oxygen atoms.",0.5,0.7275496125221252
water molecules are attracted to charges on the inner surfaces of narrow tubular structures drawing the water molecules to the sides of the tubes,"occurs because water molecules are attracted to charges on the inner surfaces of narrow tubular structures such as glass tubes, drawing the water molecules to the sides of the tubes",1.0,0.9605801105499268
amino,golgi apparatus,0.0,0.18654793500900269
Scared of water,describes uncharged nonpolar molecules that are repelled by and do not dissolve well in polar molecules such as water,0.5,0.35037553310394287
The amount of energy required to hear one gram of liquid to vapor,the amount of heat one gram of a substance must absorb or lose to change its temperature by one degree Celsius,0.5,0.7797612547874451
The combination of concentration and electrical gradients,gradient produced by the combined forces of an electrical gradient and a chemical gradient,1.0,0.7937098741531372
the ability of water to flow through small spaces,"occurs because water molecules are attracted to charges on the inner surfaces of narrow tubular structures such as glass tubes, drawing the water molecules to the sides of the tubes",0.5,0.6741660237312317
Vesicles with the integral protein bud from the ER and fuse with the cis face of the Golgi apparatus.,protein integrated into the membrane structure that interacts extensively with the hydrocarbon chains of membrane lipids and often spans the membrane; these proteins can be removed only by the disruption of the membrane by detergents,1.0,0.8120594024658203
